,Zipcode,Property Type,Square Feet,Bedrooms,Bathrooms,Review Scores Rating,Accommodates,Amenities,Cleaning Fee,Cancellation Policy,Latitude,Longitude,Price
79048,90008,House,1500.0,2.0,1.0,100.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",75.0,strict,34.007502815128305,-118.32860348263641,140.0
79059,90004,Apartment,960.0,2.0,2.0,84.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",85.0,strict,34.07384183842061,-118.29168726804058,120.0
79280,91105,House,2700.0,4.0,3.0,95.0,10.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",295.0,strict,34.127697153196976,-118.15270132860012,539.0
79440,91401,House,400.0,0.0,1.0,94.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Breakfast,Pets live on this property,Dog(s),Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",40.0,moderate,34.1837619733728,-118.42073041752558,60.0
79484,90291,Apartment,800.0,2.0,1.0,99.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smartlock,Bathtub,Stair gates,Pack ’n Play/travel crib,Room-darkening shades",100.0,strict,33.9895165622191,-118.46772418571993,179.0
79513,90291,House,900.0,1.0,1.5,92.0,2.0,"TV,Internet,Wireless Internet,Kitchen,Pets allowed,Pets live on this property,Dog(s),Indoor fireplace,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Shampoo,Hangers,Hair dryer,Iron",80.0,strict,33.98518911981683,-118.46983635302648,225.0
79549,90291,House,0.0,3.0,2.5,80.0,8.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace",250.0,strict,33.99913801641965,-118.44883670668308,381.0
79564,91364,House,1000.0,1.0,1.0,98.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",40.0,flexible,34.16062417253026,-118.59313600943324,40.0
79921,70116,House,600.0,1.0,1.0,91.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Free parking on premises,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Hot water,Private bathroom,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Single level home,Garden or backyard,Long term stays allowed,Wide doorway,Path to entrance lit at night,Step-free access,Firm mattress,Step-free access",40.0,moderate,29.969802998741088,-90.06088223689558,100.0
80013,90403,Apartment,2000.0,4.0,4.0,100.0,9.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Breakfast,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",125.0,moderate,34.034372495932544,-118.49031640962215,300.0
80104,91316,Apartment,700.0,0.0,1.0,97.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",75.0,moderate,34.182771212990126,-118.52720969616043,95.0
80264,37219,Apartment,1000.0,2.0,2.0,85.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",103.0,strict,36.16127356786056,-86.78187140537004,136.0
80395,10001,Apartment,1100.0,1.0,1.5,100.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Gym,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo",150.0,strict,40.75366866105168,-73.98635690239432,390.0
80419,11101,Apartment,400.0,1.0,1.0,93.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Hangers,Hair dryer,Iron,Laptop friendly workspace",100.0,moderate,40.743176053593544,-73.95107960426058,145.0
80428,10002,Apartment,700.0,1.0,1.0,88.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Shampoo",50.0,strict,40.71624520807677,-73.9843032979433,219.0
80535,11218,House,1500.0,4.0,1.5,100.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer",40.0,moderate,40.642045053386326,-73.97173195307876,200.0
80649,11109,Apartment,1300.0,2.0,2.0,100.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Doorman,Gym,Elevator in building,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",39.0,moderate,40.74512932493089,-73.95781888000947,399.0
80805,37029,Townhouse,1000.0,2.0,2.0,96.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Pool,Kitchen,Free Parking on Premises,Pets Allowed,Gym,Hot Tub,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",85.0,strict,36.35071728017475,-86.74691255457535,95.0
80928,11238,Apartment,2000.0,3.0,1.5,91.0,5.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_50",120.0,strict,40.68480342690393,-73.96219467401157,350.0
81112,10009,Apartment,850.0,2.0,1.0,96.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",100.0,strict,40.72274307419881,-73.9793410251735,295.0
81195,10003,Apartment,600.0,1.0,1.0,92.0,3.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Elevator in building,Hot tub,Heating",100.0,strict,40.73544671150312,-73.99310382079354,220.0
81287,11237,Apartment,850.0,2.0,1.0,91.0,4.0,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,translation missing: en.hosting_amenity_49",80.0,strict,40.70690735807879,-73.92062741490874,175.0
81726,92101,Apartment,100.0,1.0,1.0,92.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Pool,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Hot Tub,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,Hangers,Hair Dryer,Laptop Friendly Workspace",50.0,strict,32.72139288314767,-117.16995703719195,75.0
81769,97213,House,900.0,2.0,1.0,96.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Hot tub,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",40.0,moderate,45.54903893691653,-122.58214692957847,99.0
81907,92109,House,900.0,2.0,1.0,94.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron",80.0,strict,32.76046005139796,-117.24858427296586,199.0
81932,92105,House,0.0,1.0,1.0,97.0,2.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Breakfast,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",25.0,flexible,32.72824687999483,-117.08301571689951,39.0
82224,98107,Apartment,800.0,1.0,1.0,97.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo",55.0,strict,47.66807053413411,-122.36208615998129,120.0
82231,98103,House,1600.0,2.0,1.0,95.0,4.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,First Aid Kit,Fire Extinguisher,Essentials,Shampoo",75.0,moderate,47.655431346485976,-122.33342234576538,175.0
82234,98119,Apartment,1200.0,2.0,1.0,97.0,5.0,"TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Breakfast,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hair Dryer,Iron,Laptop Friendly Workspace",40.0,moderate,47.64530244683545,-122.36090611299028,110.0
82271,94114,Apartment,1400.0,3.0,2.0,97.0,6.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",185.0,moderate,37.756133457467605,-122.44066096306116,399.0
82277,94131,House,2300.0,4.0,2.0,97.0,8.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad",300.0,strict,37.745165565014574,-122.42547959633792,500.0
82313,95062,House,873.0,2.0,1.0,91.0,4.0,"TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo",65.0,moderate,36.97168981527777,-121.98568860563948,200.0
82549,94612,Apartment,900.0,1.0,1.0,91.0,2.0,"TV,Wireless Internet,Wheelchair Accessible,Kitchen,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials",50.0,moderate,37.80334865400219,-122.26417758546197,120.0
82592,90018,House,450.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Wireless Internet,Kitchen,Pets allowed,Breakfast,Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Fire extinguisher",25.0,moderate,34.0375739187552,-118.31401028276156,98.0
82931,90266,Apartment,120.0,1.0,1.0,91.0,2.0,"TV,Internet,Wireless Internet,Heating",35.0,strict,33.90354627628393,-118.41605126909872,75.0
82934,90046,House,1500.0,3.0,2.0,94.0,6.0,"TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad",79.0,strict,34.10655397620124,-118.3697706916312,221.0
82935,90046,Apartment,1285.0,2.0,2.0,100.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo",100.0,strict,34.09915337988915,-118.36492939646871,185.0
83045,90039,House,900.0,2.0,1.0,96.0,5.0,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",130.0,moderate,34.108044428594305,-118.26207132273993,100.0
83157,90292,Apartment,1600.0,1.0,1.0,97.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Elevator in building,Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",25.0,flexible,33.969437198726894,-118.45470594285423,120.0
83326,90035,Apartment,2500.0,3.0,3.0,93.0,8.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",150.0,moderate,34.054546296129274,-118.3930202376399,340.0
83336,91107,Apartment,650.0,1.0,1.0,91.0,1.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",40.0,moderate,34.14927678577612,-118.12407608113311,90.0
83478,91773,House,350.0,1.0,1.0,95.0,2.0,"TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Hot tub,Indoor fireplace,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher",25.0,moderate,34.09975929211556,-117.80444205538436,49.0
83506,90035,Apartment,1200.0,3.0,1.0,96.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",80.0,strict,34.05082927232786,-118.37603109457778,158.0
83755,11206,Loft,240.0,1.0,1.0,99.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace",50.0,moderate,40.698824227990286,-73.93622422837194,60.0
83872,10305,House,3700.0,7.0,5.0,100.0,16.0,"Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly",275.0,strict,40.59192978891966,-74.06476426213608,625.0
83926,11206,Apartment,650.0,1.0,1.0,95.0,4.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",60.0,moderate,40.696253903181685,-73.93695849572782,150.0
83974,10035,Apartment,450.0,1.0,1.0,91.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo",35.0,moderate,40.797935514206436,-73.9322327246352,57.0
84071,11217,Apartment,200.0,1.0,1.0,98.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",15.0,flexible,40.68807056649988,-73.97231224144686,115.0
84223,11222,Apartment,800.0,1.0,1.0,93.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,24-hour check-in,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",60.0,moderate,40.72729186114199,-73.9458724140662,175.0
84300,10039,Apartment,140.0,1.0,1.0,93.0,3.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,strict,40.824995225440844,-73.94132485738858,50.0
84347,11106,House,130.0,1.0,2.0,93.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",20.0,strict,40.76495774500253,-73.92292494768124,58.0
